epoch,loss_D,loss_G_GAN,loss_G_Recon
1,0.6600252789258957,0.9133329921960831,0.6694437915086746
2,0.5759919965267182,1.0746813559532165,0.4696629723906517
3,0.5698241764307022,1.105338767170906,0.3662688839435577
4,0.6226871401071549,1.022305992245674,0.31264767438173297
5,0.644911829829216,1.000922823548317,0.27984925985336306
6,0.6604219841957092,1.0078174149990082,0.2588486413657665
7,0.6479366832971573,1.031270339488983,0.24526556849479675
8,0.6955658775568009,0.963298870921135,0.23275805801153182
9,0.716802179813385,0.9087663334608078,0.22277700081467627
10,0.6547984892129898,1.0193984305858612,0.21362160220742227
11,0.6624145865440368,0.9850618028640747,0.20654761627316476
12,0.6935086685419083,0.9144079369306565,0.2002453002333641
13,0.67416199862957,0.9686590206623077,0.19542995736002922
14,0.6498452413082123,0.9851784300804138,0.18965415120124818
15,0.6556102699041366,0.9636836105585098,0.18400092765688897
16,0.6585113841295243,0.9415966188907623,0.18044752717018128
17,0.6557127755880355,0.9632351720333099,0.17737350702285767
18,0.6259404420852661,1.006430777311325,0.17321861848235132
19,0.6309515714645386,0.9754942721128463,0.17022802129387857
20,0.660420508980751,0.9314741098880768,0.16881340369582176
21,0.6214940881729126,1.0152268475294113,0.16650792092084885
22,0.6520493865013123,0.9406895595788956,0.1635216248035431
23,0.6623679965734481,0.9319666177034378,0.1624097642302513
24,0.6512402909994125,0.9516731315851211,0.15869594514369964
25,0.6312348270416259,0.9744209903478622,0.15630358800292016
26,0.6634817969799042,0.90694464802742,0.15501685455441475
27,0.6631095033884048,0.903583282828331,0.15242645233869553
28,0.6571830642223359,0.9247376620769501,0.15079848989844322
29,0.6680141162872314,0.8992807632684707,0.14921452105045319
30,0.665897359251976,0.9193980664014816,0.1464311408996582
31,0.6747668462991715,0.8896106368303299,0.14554890751838684
32,0.6871810495853424,0.8729094767570496,0.14412930145859718
33,0.670217747092247,0.8962048965692521,0.14277321219444275
34,0.6617971336841584,0.8975282037258148,0.14211343973875046
35,0.6473323357105255,0.9253019696474075,0.14098975732922553
36,0.6491510218381882,0.9134883838891983,0.139026211053133
37,0.6442223483324051,0.9290536999702453,0.1387876722216606
38,0.6715769803524018,0.8807841712236404,0.13818215072155
39,0.6732759928703308,0.8830951589345932,0.13748916015028953
40,0.6607323175668717,0.9179879719018936,0.13604179844260217
41,0.6632129031419755,0.8931513917446137,0.13542756788432597
42,0.6614231419563293,0.8895645004510879,0.1346336901932955
43,0.6576298755407334,0.9220407897233963,0.1332033009082079
44,0.6748546546697617,0.8769488310813904,0.13358304977416993
45,0.6688128465414047,0.8938277530670166,0.1308610598742962
46,0.6448478972911835,0.9209576040506363,0.13257696375250816
47,0.6561529141664505,0.9091803562641144,0.13098835088312627
48,0.6577113473415375,0.9099416410923005,0.12956553980708121
49,0.6571855884790421,0.9149616205692291,0.12933749601244926
50,0.6608447790145874,0.897347257733345,0.12891211211681367
51,0.6827624988555908,0.8556623607873917,0.1288160214573145
52,0.6910476011037826,0.8537653464078904,0.1284469000250101
53,0.652993551492691,0.9384257364273071,0.12802355170249938
54,0.6462339621782303,0.9155453532934189,0.12640487976372242
55,0.6346864700317383,0.9437917214632034,0.12516165249049663
56,0.6453958988189697,0.911265698671341,0.1253234273940325
57,0.6538792860507965,0.9010305732488633,0.12577886402606964
58,0.6615862083435059,0.8934599393606186,0.12336599439382553
59,0.6561182796955108,0.909150048494339,0.12391694501042366
60,0.6630029082298279,0.8925433957576752,0.12405506417155265
61,0.673930407166481,0.8713628178834916,0.123501246124506
62,0.6783026248216629,0.868001276254654,0.12200685702264309
63,0.6551403105258942,0.8998180079460144,0.12276887640357018
64,0.635209259390831,0.9415941768884659,0.12059262365102769
65,0.6439521324634552,0.9124742603302002,0.12104686185717582
66,0.6469904667139054,0.9214317256212234,0.11961863704025745
67,0.6446763432025909,0.9213716781139374,0.12090905584394931
68,0.6743963032960891,0.8684118711948394,0.1204823848605156
69,0.6293976664543152,0.9518184345960617,0.11901417583227157
70,0.6322519981861114,0.9401094681024551,0.11948332212865352
71,0.6543797034025193,0.9235014551877976,0.1196515129506588
72,0.6561183005571365,0.9016564071178437,0.1187561323493719
73,0.6566591554880142,0.9151576602458954,0.11762599237263202
74,0.6214128535985947,0.9531402981281281,0.11757278859615326
75,0.6443870115280151,0.9205083709955215,0.11729812890291214
76,0.6450736004114151,0.9244531136751175,0.11665451601147651
77,0.6800026696920395,0.8587255203723907,0.11639237388968468
78,0.6754951465129853,0.8780340188741684,0.11616814211010933
79,0.6727755582332611,0.8823190492391586,0.11552241727709771
80,0.6571578615903855,0.8981057983636856,0.11537127010524273
81,0.665348368883133,0.8886826306581497,0.11547626979649067
82,0.6313921511173248,0.9350461596250534,0.11398968026041985
83,0.6414945739507675,0.9304203981161118,0.11334295973181724
84,0.6503299397230148,0.8868207198381424,0.113510173112154
85,0.6838193356990814,0.8507165890932084,0.11336489766836166
86,0.6622054582834244,0.8873811674118042,0.11339946083724499
87,0.676295040845871,0.8585299122333526,0.11388380452990532
88,0.6485125494003295,0.918748419880867,0.11254965499043465
89,0.6389543694257737,0.9130338901281356,0.11328212432563305
90,0.6382377254962921,0.9310981768369675,0.11201949037611485
91,0.6465613472461701,0.9150301855802536,0.1114223538339138
92,0.6053845292329788,0.994730436205864,0.11199167117476463
93,0.6221469593048096,0.9533346050977707,0.11222559876739979
94,0.6409232079982757,0.9308155041933059,0.11095398314297199
95,0.6400157743692398,0.9270318830013276,0.11186725281178951
96,0.6342693561315537,0.9380018019676208,0.11114295959472656
97,0.6378778976202011,0.9405693989992142,0.1108832225203514
98,0.6357011634111405,0.9370485228300095,0.11011580988764763
99,0.646751212477684,0.9093692082166672,0.1107817080616951
100,0.6412303227186203,0.9166467499732971,0.11044807307422161
101,0.6364386802911759,0.9380777299404144,0.11003676451742649
102,0.6485790306329727,0.9251308387517929,0.10991164781153202
103,0.6672344499826431,0.8901156026124954,0.1105246391147375
104,0.6307857286930084,0.9514265584945679,0.10919445939362049
105,0.6286754822731018,0.9466683453321457,0.10858295768499375
106,0.6437751561403274,0.9287625133991242,0.10905920624732972
107,0.6718983024358749,0.8689570307731629,0.10882609196007252
108,0.6939109569787979,0.8468159812688828,0.10856933407485485
109,0.6910937237739563,0.8550568479299545,0.10857492655515671
110,0.6509581261873245,0.9247771209478378,0.10849479824304581
111,0.6702839481830597,0.8690571147203445,0.10829456262290478
112,0.6416106778383255,0.9382395803928375,0.1073644506931305
113,0.6413005644083023,0.9092322742938995,0.10788198098540307
114,0.6758469241857529,0.8666091793775559,0.10671668700873851
115,0.6942807948589325,0.8484889537096023,0.10692333899438382
116,0.6975248283147812,0.832608835697174,0.10640008479356766
117,0.7121394842863082,0.8068255198001861,0.10580195769667626
118,0.7329730856418609,0.777551748752594,0.10620502091944217
119,0.7316793781518937,0.7947339326143265,0.10565778501331806
120,0.7232586699724197,0.7969188404083252,0.10641524605453015
121,0.7262872189283371,0.7855006909370422,0.10553219683468341
122,0.715578128695488,0.8047563475370407,0.10472096629440784
123,0.7112160724401474,0.8152268594503402,0.10484581395983696
124,0.7296478283405304,0.7773195004463196,0.1050000411272049
125,0.7176945948600769,0.8015539032220841,0.1049008747190237
126,0.7004024231433869,0.8352116793394089,0.10451553128659725
127,0.7073011493682861,0.806498596072197,0.10411872789263725
128,0.7018957448005676,0.8226371532678605,0.10378436468541623
129,0.7180560767650604,0.7938780403137207,0.10427337363362313
130,0.707400055527687,0.8160264325141907,0.10317687809467316
131,0.696371917128563,0.8338325995206833,0.10343722254037857
132,0.7086734664440155,0.8190417510271072,0.10320676118135452
133,0.7074832367897034,0.8144555419683457,0.10320912048220635
134,0.7175491946935654,0.8118065339326859,0.10318157091736793
135,0.7168654876947403,0.8071723288297653,0.10263054110109807
136,0.7163910990953446,0.8147754400968552,0.10235799796879291
137,0.7060281372070313,0.8188902711868287,0.10207776501774787
138,0.7220350474119186,0.7944901883602142,0.10084036722779274
139,0.725855261683464,0.7814384442567825,0.10206857562065125
140,0.7493970292806625,0.760073664188385,0.101398004591465
141,0.7383970040082931,0.7716634279489517,0.10173066236078739
142,0.7192851817607879,0.8000292211771012,0.10121038429439068
143,0.7159207826852798,0.8093387401103973,0.10078866548836231
144,0.730302369594574,0.7832097780704498,0.10180839963257313
145,0.7195039415359497,0.7974338835477829,0.1006769185513258
146,0.7283819192647933,0.7852696424722672,0.1008360218256712
147,0.7166094595193863,0.7934427952766419,0.10022977113723755
148,0.7318010741472244,0.7726375031471252,0.1007085919380188
149,0.7391496229171753,0.7748406356573105,0.10087166652083397
