epoch,loss_D,loss_G_GAN,loss_G_Recon
150,0.7247794324159622,0.783493259549141,0.09989566668868065
151,0.7395016515254974,0.7754650467634201,0.098832246363163
152,0.733946949839592,0.7841637164354325,0.09949152156710625
153,0.7321691131591797,0.7745448076725006,0.09908105038106442
154,0.7360861992835999,0.7783674812316894,0.09887927822768688
155,0.7372269493341446,0.7789044648408889,0.09986061051487923
156,0.741132333278656,0.7730626744031907,0.09938339240849019
157,0.736150940656662,0.762414630651474,0.09858915008604527
158,0.7409550493955612,0.7795831221342087,0.09915274903178214
159,0.7409093719720841,0.7742032837867737,0.09816879503428937
160,0.7458569800853729,0.76695965051651,0.09887994699180126
161,0.7364335227012634,0.7802203023433685,0.09727687835693359
162,0.7329492270946503,0.7834505462646484,0.09848698899149895
163,0.7283516824245453,0.7958619725704194,0.09872835643589496
164,0.7402114844322205,0.7710229110717773,0.09729680590331555
165,0.7324723064899444,0.7827782410383225,0.0975536422431469
166,0.7402948749065399,0.7592154765129089,0.09741656847298145
167,0.7527262449264527,0.7556437927484513,0.09718093268573284
168,0.7371846348047256,0.771171299815178,0.09667191952466965
169,0.7363541394472122,0.7684172093868256,0.09650394350290298
170,0.7503839439153671,0.7481704378128051,0.09610704481601715
171,0.7301952522993088,0.7763270324468613,0.09609707042574883
172,0.7322631967067719,0.7851011180877685,0.09601020149886608
173,0.7228688490390778,0.7962017071247101,0.09645849160850048
174,0.7338798516988754,0.7670645463466644,0.09612919755280018
175,0.7378104478120804,0.7525289100408554,0.09591823026537895
176,0.7229997372627258,0.789408695101738,0.0957277113944292
177,0.7274379867315293,0.7848746591806411,0.0959681747853756
178,0.7331019121408463,0.7795995187759399,0.09586076699197292
179,0.7260028886795044,0.7681079882383347,0.09519545800983906
180,0.7379362094402313,0.7729281598329544,0.09491253472864628
181,0.7266905164718628,0.7961648488044739,0.09492850087583066
182,0.7179425865411758,0.8072742903232575,0.0950029207020998
183,0.7261840504407883,0.778491513133049,0.0941703574359417
184,0.7211179268360138,0.7856278932094574,0.09499316856265068
185,0.7163925111293793,0.7844219934940339,0.09482418864965439
186,0.7356187403202057,0.7665986555814743,0.09407962150871754
187,0.7241611880064011,0.7799872481822967,0.09408621974289418
188,0.7321554118394852,0.7805212599039077,0.09463365077972412
189,0.7247880041599274,0.7841948360204697,0.09420107170939446
190,0.7229814529418945,0.7852478677034378,0.09400073394179344
191,0.7123494386672974,0.790791648030281,0.093199378028512
192,0.7278568267822265,0.7813108897209168,0.09355890572071075
193,0.7171570390462876,0.8000759559869767,0.09379066817462445
194,0.7209078854322434,0.7817004120349884,0.09281991884112357
195,0.7211499834060668,0.7833145952224732,0.0929574815183878
196,0.7195609760284424,0.7892999291419983,0.09266737334430218
197,0.7134348237514496,0.7885295087099076,0.09194801054894924
198,0.7111227947473526,0.8000739187002182,0.0926050827652216
199,0.7130304956436158,0.8056552237272263,0.0923204318434
200,0.7237165540456771,0.7830965322256088,0.09178944304585457
